Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Cultures et produits animaux","Thaïlande","Importations - Quantité","Poulets","2017","1000 têtes","1513"
"Cultures et produits animaux","Thaïlande","Importations - Valeur","Poulets","2017","1000 US$","24971"
"Cultures et produits animaux","Thaïlande","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","356.38"
"Cultures et produits animaux","Thaïlande","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","1046"
"Cultures et produits animaux","Timor-Leste","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","594.15"
"Cultures et produits animaux","Timor-Leste","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","909"
"Cultures et produits animaux","Timor-Leste","Importations - Quantité","Poulets","2017","1000 têtes","1"
"Cultures et produits animaux","Timor-Leste","Importations - Valeur","Poulets","2017","1000 US$","4"
"Cultures et produits animaux","Timor-Leste","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","6880.54"
"Cultures et produits animaux","Timor-Leste","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","11517"
"Cultures et produits animaux","Togo","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","9.29"
"Cultures et produits animaux","Togo","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","4"
"Cultures et produits animaux","Togo","Importations - Quantité","Poulets","2017","1000 têtes","40"
"Cultures et produits animaux","Togo","Importations - Valeur","Poulets","2017","1000 US$","114"
"Cultures et produits animaux","Togo","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","15209.45"
"Cultures et produits animaux","Togo","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","10476"
"Cultures et produits animaux","Tonga","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","229.46"
"Cultures et produits animaux","Tonga","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","383"
"Cultures et produits animaux","Tonga","Importations - Quantité","Poulets","2017","1000 têtes","14"
"Cultures et produits animaux","Tonga","Importations - Valeur","Poulets","2017","1000 US$","15"
"Cultures et produits animaux","Tonga","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","7976.1"
"Cultures et produits animaux","Tonga","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","8949"
"Cultures et produits animaux","Trinité-et-Tobago","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","4065.51"
"Cultures et produits animaux","Trinité-et-Tobago","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","18320"
"Cultures et produits animaux","Trinité-et-Tobago","Importations - Quantité","Poulets","2017","1000 têtes","24"
"Cultures et produits animaux","Trinité-et-Tobago","Importations - Valeur","Poulets","2017","1000 US$","642"
"Cultures et produits animaux","Trinité-et-Tobago","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","386.46"
"Cultures et produits animaux","Trinité-et-Tobago","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","586"
"Cultures et produits animaux","Tunisie","Importations - Quantité","Poulets","2017","1000 têtes","1031"
"Cultures et produits animaux","Tunisie","Importations - Valeur","Poulets","2017","1000 US$","3679"
"Cultures et produits animaux","Tunisie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","233.14"
"Cultures et produits animaux","Tunisie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","548"
"Cultures et produits animaux","Turkménistan","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","13.1"
"Cultures et produits animaux","Turkménistan","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","16"
"Cultures et produits animaux","Turkménistan","Importations - Quantité","Poulets","2017","1000 têtes","18208"
"Cultures et produits animaux","Turkménistan","Importations - Valeur","Poulets","2017","1000 US$","8723"
"Cultures et produits animaux","Turkménistan","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","9647.53"
"Cultures et produits animaux","Turkménistan","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","8481"
"Cultures et produits animaux","Turquie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","1713.71"
"Cultures et produits animaux","Turquie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","22547"
"Cultures et produits animaux","Turquie","Importations - Quantité","Poulets","2017","1000 têtes","1370"
"Cultures et produits animaux","Turquie","Importations - Valeur","Poulets","2017","1000 US$","9249"
"Cultures et produits animaux","Turquie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","2752.28"
"Cultures et produits animaux","Turquie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","1996"
"Cultures et produits animaux","Tuvalu","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","26.42"
"Cultures et produits animaux","Tuvalu","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","51"
"Cultures et produits animaux","Tuvalu","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","586.66"
"Cultures et produits animaux","Tuvalu","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","639"
"Cultures et produits animaux","Ukraine","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","5166.4"
"Cultures et produits animaux","Ukraine","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","17574"
"Cultures et produits animaux","Ukraine","Importations - Quantité","Poulets","2017","1000 têtes","62643"
"Cultures et produits animaux","Ukraine","Importations - Valeur","Poulets","2017","1000 US$","41215"
"Cultures et produits animaux","Ukraine","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","106930.34"
"Cultures et produits animaux","Ukraine","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","42926"
"Cultures et produits animaux","Uruguay","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","3.81"
"Cultures et produits animaux","Uruguay","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","118"
"Cultures et produits animaux","Uruguay","Importations - Quantité","Poulets","2017","1000 têtes","446"
"Cultures et produits animaux","Uruguay","Importations - Valeur","Poulets","2017","1000 US$","2656"
"Cultures et produits animaux","Uruguay","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","347.87"
"Cultures et produits animaux","Uruguay","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","1008"
"Cultures et produits animaux","Vanuatu","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","134.81"
"Cultures et produits animaux","Vanuatu","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","509"
"Cultures et produits animaux","Vanuatu","Importations - Quantité","Poulets","2017","1000 têtes","43"
"Cultures et produits animaux","Vanuatu","Importations - Valeur","Poulets","2017","1000 US$","68"
"Cultures et produits animaux","Vanuatu","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","3394.08"
"Cultures et produits animaux","Vanuatu","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","7610"
"Cultures et produits animaux","Venezuela (République bolivarienne du)","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","0.78"
"Cultures et produits animaux","Venezuela (République bolivarienne du)","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","23"
"Cultures et produits animaux","Venezuela (République bolivarienne du)","Importations - Quantité","Poulets","2017","1000 têtes","2"
"Cultures et produits animaux","Venezuela (République bolivarienne du)","Importations - Valeur","Poulets","2017","1000 US$","1655"
"Cultures et produits animaux","Venezuela (République bolivarienne du)","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","23121.08"
"Cultures et produits animaux","Venezuela (République bolivarienne du)","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","58958"
"Cultures et produits animaux","Viet Nam","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","32.01"
"Cultures et produits animaux","Viet Nam","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","120"
"Cultures et produits animaux","Viet Nam","Importations - Quantité","Poulets","2017","1000 têtes","3280"
"Cultures et produits animaux","Viet Nam","Importations - Valeur","Poulets","2017","1000 US$","9832"
"Cultures et produits animaux","Viet Nam","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","105695.06"
"Cultures et produits animaux","Viet Nam","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","108084"
"Cultures et produits animaux","Yémen","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","23.19"
"Cultures et produits animaux","Yémen","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","251"
"Cultures et produits animaux","Yémen","Importations - Quantité","Poulets","2017","1000 têtes","2000"
"Cultures et produits animaux","Yémen","Importations - Valeur","Poulets","2017","1000 US$","7000"
"Cultures et produits animaux","Yémen","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","81697.39"
"Cultures et produits animaux","Yémen","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","130327"
"Cultures et produits animaux","Zambie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","17.04"
"Cultures et produits animaux","Zambie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","107"
"Cultures et produits animaux","Zambie","Importations - Quantité","Poulets","2017","1000 têtes","6"
"Cultures et produits animaux","Zambie","Importations - Valeur","Poulets","2017","1000 US$","3498"
"Cultures et produits animaux","Zambie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","12010.62"
"Cultures et produits animaux","Zambie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","7500"
"Cultures et produits animaux","Zimbabwe","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","694.51"
"Cultures et produits animaux","Zimbabwe","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","3100"
"Cultures et produits animaux","Zimbabwe","Importations - Quantité","Poulets","2017","1000 têtes","403"
"Cultures et produits animaux","Zimbabwe","Importations - Valeur","Poulets","2017","1000 US$","2064"
"Cultures et produits animaux","Zimbabwe","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","5876.56"
"Cultures et produits animaux","Zimbabwe","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","4604"
